lat,lon,dwell_time,label
30.817621215257045,75.17106585577037,36.396622502654715,Old Grain Market Chowk
30.817577265117215,75.17047766622528,19.64983027760767,Old Grain Market Chowk
30.817492045837366,75.170518069063,54.70593689988229,Old Grain Market Chowk
30.817442291710563,75.1705904642027,34.722305842358054,Old Grain Market Chowk
30.817149396588714,75.17084284684437,41.015464261494195,Old Grain Market Chowk
30.81773730958411,75.17022718376357,46.22235448748879,Old Grain Market Chowk
30.817079444681163,75.17067605712815,52.523645006479825,Old Grain Market Chowk
30.81720283910246,75.17033011068112,35.79721092070113,Old Grain Market Chowk
30.817348957303764,75.17003480097068,35.548503798448216,Old Grain Market Chowk
30.817181308885882,75.1706420777292,27.644606126129574,Old Grain Market Chowk
30.817964980321506,75.17026502401231,32.4235078703546,Old Grain Market Chowk
30.81774405516521,75.17013074070508,36.81967947683304,Old Grain Market Chowk
30.817892142826285,75.17001775502963,36.47707086825844,Old Grain Market Chowk
30.817577964838275,75.17073454686154,25.104394312975344,Old Grain Market Chowk
30.817103863016072,75.17065658246969,37.375877385865486,Old Grain Market Chowk
30.817575147855102,75.17060393446285,29.559802227372074,Old Grain Market Chowk
30.817569676109148,75.170587921742,29.285188655789057,Old Grain Market Chowk
30.818059732353344,75.17064214987627,25.469572022378813,Old Grain Market Chowk
30.81769696608259,75.17020759549894,41.296676829939614,Old Grain Market Chowk
30.8178475786737,75.1702537953045,42.70700903395458,Old Grain Market Chowk
30.81762383427808,75.170746618048,50.17434386123158,Old Grain Market Chowk
30.8174263835652,75.1702738791507,27.883884562995814,Old Grain Market Chowk
30.81725525691451,75.17047686948717,37.729215798533154,Old Grain Market Chowk
30.817583007239797,75.17074815497472,35.10401513502325,Old Grain Market Chowk
30.817936060223147,75.17042060295003,56.76135333271695,Old Grain Market Chowk
30.822187700204328,75.15074285273307,19.432860015511103,GT Road Coaching Center
30.82214474172457,75.1509329611644,33.71200395273674,GT Road Coaching Center
30.822141971287373,75.1509781513262,21.22565025545276,GT Road Coaching Center
30.821545545832592,75.15086604551438,34.85119035458778,GT Road Coaching Center
30.82206422812324,75.15062627836639,29.385447406809455,GT Road Coaching Center
30.82211559521392,75.15073484276914,29.229800847564224,GT Road Coaching Center
30.822017462615534,75.15065710891065,30.862298882786266,GT Road Coaching Center
30.82216823535791,75.15132491537295,36.43041641627922,GT Road Coaching Center
30.821586699189613,75.15071865248802,32.12028213766928,GT Road Coaching Center
30.822154135785272,75.15115451430589,58.821851925237766,GT Road Coaching Center
30.82217126715321,75.15134066969205,35.63201410794562,GT Road Coaching Center
30.82219541737539,75.1509054192266,34.07175376394614,GT Road Coaching Center
30.821768152435638,75.15092895441798,24.117091617367173,GT Road Coaching Center
30.822024562241815,75.15169439757,16.0,GT Road Coaching Center
30.82220587805711,75.15051618523864,24.22454507368453,GT Road Coaching Center
30.82232668517909,75.15101928400573,19.378041776565553,GT Road Coaching Center
30.821785408887223,75.15120387932468,22.15706694626291,GT Road Coaching Center
30.822064937576872,75.15101367155196,22.787197219153462,GT Road Coaching Center
30.8226431832268,75.15119017570669,16.0,GT Road Coaching Center
30.82205593629443,75.15080146406056,34.81946667836979,GT Road Coaching Center
30.82176224377847,75.15096557906756,32.03989823184366,GT Road Coaching Center
30.82225972655825,75.15063991107787,25.323990113272412,GT Road Coaching Center
30.821857516406652,75.15080400123023,42.12363392224877,GT Road Coaching Center
30.822121494513286,75.1506217348137,35.34289557643821,GT Road Coaching Center
30.822636646859102,75.15130973957817,16.0,GT Road Coaching Center
30.82185472977814,75.15138007334475,22.338644275049752,GT Road Coaching Center
30.82213314582844,75.15123239021602,20.584556227375337,GT Road Coaching Center
30.821982142393182,75.15002761979798,19.804898869325683,GT Road Coaching Center
30.821924229554583,75.15062566504541,41.05929043145308,GT Road Coaching Center
30.821570957586612,75.15086798665399,29.04592461828873,GT Road Coaching Center
30.82243238198672,75.15056924135465,37.30531001723968,GT Road Coaching Center
30.822003069918306,75.15070554740468,31.696827794106166,GT Road Coaching Center
30.822059717908672,75.15081993493685,28.55841667992015,GT Road Coaching Center
30.82188440592094,75.15103405520357,33.29704539616837,GT Road Coaching Center
30.822475805044842,75.15062865535035,45.06426699725013,GT Road Coaching Center
30.821414373660144,75.15095446447148,32.706537651876616,GT Road Coaching Center
30.82208429756032,75.15081319014405,26.335021997141798,GT Road Coaching Center
30.821852099719603,75.15082319057291,34.7968167761682,GT Road Coaching Center
30.822107104645788,75.15079212712142,35.196799003466005,GT Road Coaching Center
30.822092189856264,75.15124385863565,33.037030735388896,GT Road Coaching Center
30.82175130149672,75.15083194568794,33.978348840986094,GT Road Coaching Center
30.822183111079628,75.1509937295218,28.938619066470256,GT Road Coaching Center
30.822383299468736,75.15082252858335,32.3767790493603,GT Road Coaching Center
30.82193934220427,75.15093469563902,36.79021481589752,GT Road Coaching Center
30.822247624904694,75.1512440528908,38.44383045723463,GT Road Coaching Center
30.822006301152488,75.15120458589138,25.517865947252353,GT Road Coaching Center
30.822097249905745,75.15096095708368,28.775967719941747,GT Road Coaching Center
30.82217854710763,75.15075453379502,44.739098205483685,GT Road Coaching Center
30.82169819478555,75.15063574341616,37.26488698800054,GT Road Coaching Center
30.82223749880819,75.15118723594512,33.02676407411424,GT Road Coaching Center
30.821996325968144,75.15073082368855,28.606436465549812,GT Road Coaching Center
30.821796851486546,75.15129253592002,26.82354094798289,GT Road Coaching Center
30.82175235084096,75.1509035842475,31.303451634204993,GT Road Coaching Center
30.821830882634156,75.15075333388133,29.9494976919353,GT Road Coaching Center
30.82207348997133,75.15084791704739,24.23169355505342,GT Road Coaching Center
30.820869614981206,75.15506557469756,28.740289804987558,Civil Hospital Gate 2
30.820584466733624,75.1554359658545,42.487260524784034,Civil Hospital Gate 2
30.821242606865084,75.15575729788696,38.72049176029258,Civil Hospital Gate 2
30.820794295137627,75.15519924119062,39.85189491206088,Civil Hospital Gate 2
30.820713402408323,75.1555968155681,33.38215245158142,Civil Hospital Gate 2
30.82095580395427,75.1559598216739,39.12991881234514,Civil Hospital Gate 2
30.82092051351663,75.15570704319752,36.79023622491331,Civil Hospital Gate 2
30.820867227744543,75.15550377772024,40.78140878839066,Civil Hospital Gate 2
30.820568097064843,75.15550735305229,43.9839863299636,Civil Hospital Gate 2
30.821235343082336,75.15578778124782,57.225459660092454,Civil Hospital Gate 2
30.82056979573113,75.15576169619102,41.46673604590681,Civil Hospital Gate 2
30.821456940879965,75.1552575105144,33.282225262553794,Civil Hospital Gate 2
30.820620182206365,75.15486283128271,35.79395982655391,Civil Hospital Gate 2
30.820572260201534,75.15554511813595,42.734047806217276,Civil Hospital Gate 2
30.821362851251763,75.15578512715146,35.384770754700774,Civil Hospital Gate 2
30.820530475598595,75.15564757575146,29.43813434383486,Civil Hospital Gate 2
30.821349437629756,75.15585383203621,36.246594783162365,Civil Hospital Gate 2
30.820286059641273,75.15590616171225,39.08368123797906,Civil Hospital Gate 2
30.82117134489359,75.15502167170237,35.20499981636982,Civil Hospital Gate 2
30.820801573109915,75.15551409417813,36.39947622816605,Civil Hospital Gate 2
30.820986854979704,75.15517971387119,38.86096411982965,Civil Hospital Gate 2
30.82083608868951,75.15565433165023,45.69291902471112,Civil Hospital Gate 2
30.82046260737245,75.15503976574878,50.22141457518807,Civil Hospital Gate 2
30.820899694203593,75.15527545403904,52.409215804180185,Civil Hospital Gate 2
30.820834702390286,75.15585378915522,40.54014785128087,Civil Hospital Gate 2
30.821418224377464,75.15602660225274,38.00828681216741,Civil Hospital Gate 2
30.821091471285285,75.15569361278487,50.94905246025879,Civil Hospital Gate 2
30.820510522961825,75.155705815438,48.4673958947967,Civil Hospital Gate 2
30.820272378154073,75.1551450224462,23.686142577919195,Civil Hospital Gate 2
30.820719177949666,75.15571526267674,52.01885641676822,Civil Hospital Gate 2
30.820822228434125,75.15598858466367,28.959188334280867,Civil Hospital Gate 2
30.820288985268192,75.15548333569033,43.07252359151446,Civil Hospital Gate 2
30.82079019157557,75.15487976736999,39.287039683897696,Civil Hospital Gate 2
30.820408659149848,75.15570090176465,42.93278596877479,Civil Hospital Gate 2
30.8205180360641,75.1553458399248,31.52629182488839,Civil Hospital Gate 2
30.820781196270815,75.15578654269615,32.11419162931565,Civil Hospital Gate 2
30.820951213954654,75.15534092271449,33.657017341901245,Civil Hospital Gate 2
30.82076789089201,75.15518942730328,35.57080555722254,Civil Hospital Gate 2
30.82044063663222,75.15608941753987,40.28210841577383,Civil Hospital Gate 2
30.8205900823476,75.15556419397322,39.10137560247336,Civil Hospital Gate 2
30.820733709120137,75.15568425001001,46.06006168037844,Civil Hospital Gate 2
30.820640849655714,75.1553272545278,37.799586422786845,Civil Hospital Gate 2
30.820109423650578,75.15504544268134,50.934994139556196,Civil Hospital Gate 2
30.821293490314048,75.15542528918813,44.612455704446134,Civil Hospital Gate 2
30.82089337504636,75.15642366424254,48.956599291476614,Civil Hospital Gate 2
30.820761624722554,75.15521333786782,27.14842943793942,Civil Hospital Gate 2
30.820861039090758,75.15527309477642,28.621970323218605,Civil Hospital Gate 2
30.820606028134726,75.15517553559891,53.49713308058052,Civil Hospital Gate 2
30.828764491927082,75.13099760820761,36.83955311112021,Canal Bridge Corner
30.828523210492293,75.1307416147396,37.18499261815726,Canal Bridge Corner
30.828661673013105,75.1306888261537,23.477290575331136,Canal Bridge Corner
30.82823731452398,75.13058516008071,32.40942038025313,Canal Bridge Corner
30.82907282499214,75.13058042972786,29.503753893524568,Canal Bridge Corner
30.828304807229262,75.13085386238487,20.26084860608905,Canal Bridge Corner
30.828240802769095,75.13101455648838,18.352399068711698,Canal Bridge Corner
30.82858113704773,75.13098492856716,23.088415625068723,Canal Bridge Corner
30.828227730901386,75.13082696860083,31.043129806606046,Canal Bridge Corner
30.828650275156285,75.13070673342656,25.794658443433807,Canal Bridge Corner
30.82872541613701,75.13049917841566,29.34688153903948,Canal Bridge Corner
30.828301212872315,75.13117117960059,18.893926747659865,Canal Bridge Corner
30.8279585353698,75.13051173726863,25.384679573291056,Canal Bridge Corner
30.828577916750515,75.13072870501247,30.10873967021899,Canal Bridge Corner
30.82800154398132,75.1309801760604,16.0,Canal Bridge Corner
30.828304449167657,75.1310142196014,18.11669307772838,Canal Bridge Corner
30.82838463333673,75.13130188784277,20.38486504381481,Canal Bridge Corner
30.828750707633617,75.13066108794361,29.238433423322263,Canal Bridge Corner
30.828932470586196,75.13025850664997,18.624837956236185,Canal Bridge Corner
30.828673121638154,75.13093908638419,27.96916698697047,Canal Bridge Corner
30.828318804443985,75.13102597693624,23.754582116863364,Canal Bridge Corner
30.828850334618497,75.131076326253,27.700821296601617,Canal Bridge Corner
30.828376436910162,75.13085371813278,21.539534497443032,Canal Bridge Corner
30.828618335642712,75.13087370465576,27.318198855171303,Canal Bridge Corner
30.82912262023959,75.13126133741103,22.39181174265727,Canal Bridge Corner
30.82886036417665,75.13087757738809,16.0,Canal Bridge Corner
30.828197574106724,75.1304387624237,22.18789212766953,Canal Bridge Corner
30.828505525513755,75.13150293119368,27.6154189901133,Canal Bridge Corner
30.828434269841356,75.13124882167436,16.0,Canal Bridge Corner
30.82857068436743,75.13123125955816,16.0,Canal Bridge Corner
30.82884312621296,75.13110154892225,21.67769668879359,Canal Bridge Corner
30.82868983455983,75.13168120785734,26.45493004046796,Canal Bridge Corner
30.828574466175887,75.13086219173015,18.201245044281666,Canal Bridge Corner
30.82874910074496,75.13074317485223,25.57252989775514,Canal Bridge Corner
30.82835670276597,75.13114369394772,27.669296842295587,Canal Bridge Corner
30.828811261983276,75.13084699508035,22.84100051765303,Canal Bridge Corner
30.828206370885262,75.13086671202198,28.018403944358816,Canal Bridge Corner
30.82872709658499,75.13072335040275,31.95684736084528,Canal Bridge Corner
30.82890669135764,75.13112403047097,40.014366500464526,Canal Bridge Corner
30.828267863240267,75.13062660358901,16.0,Canal Bridge Corner
30.828948813293444,75.1311963096969,24.555322632716358,Canal Bridge Corner
30.828583990587894,75.13066235328581,44.56601583693461,Canal Bridge Corner
30.81843831772963,75.17324092191907,9.573206591015138,noise
30.827386499358482,75.17485291555474,5.220312343314091,noise
30.823131749979705,75.19983036744712,7.393045370419088,noise
30.836681300692327,75.17435825027857,11.40454810325421,noise
30.818001431638695,75.15675592769612,11.878729591698676,noise
30.814613196198508,75.20968036652606,7.192021630961042,noise
30.82435929000662,75.16922988152132,10.422827588784092,noise
30.81009678395079,75.18438369733545,11.358844931302084,noise
30.781688939390328,75.15225058650388,9.900009984877986,noise
30.797073818419047,75.14905852473554,7.619516129061547,noise
30.812588972526623,75.16791385403872,7.986942181915838,noise
30.812409146453785,75.18366658665165,6.899151192933065,noise
30.814141791599535,75.19933434142418,4.104755652706669,noise
30.833398475443218,75.15634211744182,11.68856253975564,noise
30.824250039629725,75.16756666964167,4.682797344629151,noise
30.799902111368876,75.17161048676336,8.763080138560351,noise
30.818873839714303,75.17180893937869,5.679244744764686,noise
30.816138123693353,75.16987733970775,5.525501765309333,noise
30.818825549353935,75.17110870094676,8.518729066100931,noise
30.808348628432995,75.1924287340356,7.526101975505825,noise
30.77660972964426,75.19029127788747,5.2419219674457,noise
30.78539914651388,75.17594763396252,11.568923697069062,noise
30.812677680974417,75.15048732457923,9.151996345912126,noise
30.80483274968614,75.1661716354315,5.249220778929523,noise
30.815456152656306,75.1856351758972,4.216767940027868,noise
30.835573326424914,75.16103294844811,9.375141948789828,noise
30.805575272750783,75.1637321960058,9.221968862814997,noise
30.82384061841842,75.16633977708182,5.945377527995633,noise
30.8130617592267,75.18226439952305,10.641758916535933,noise
30.823163949672292,75.19629595864019,5.639874363326568,noise
30.801393659535407,75.18049651886952,4.104015388085888,noise
30.81185680341029,75.14655331241897,11.141373688615799,noise
30.842970304013942,75.16375915469222,6.07538746745034,noise
30.832235138387556,75.19133649762423,6.14450912658301,noise
30.79020339429593,75.15239355971255,8.416377446815842,noise
30.842821912729768,75.14529795875623,11.587626455697254,noise
30.808326166475617,75.16342621369786,10.947743807183302,noise
30.82248704171528,75.18617734035259,10.398842047578523,noise
30.816035626240453,75.1661458168168,6.149418875079569,noise
30.815645815644185,75.2039285930765,6.063101483465618,noise
30.826583859266208,75.17416298157191,11.875217445628417,noise
30.813740249954712,75.15227328930364,6.178458612154952,noise
30.818012261333813,75.17453767882647,6.192441765497648,noise
30.801824408335776,75.2016836106846,10.637934429657612,noise
30.827263873696896,75.1754404460147,8.804134883469228,noise
30.831240364759186,75.15654363162655,11.315295567399678,noise
30.824154445843735,75.14398688653003,8.1513416422627,noise
30.797306345498967,75.16637980370554,8.825216875731105,noise
30.819478375443445,75.16242723295512,6.309549894165599,noise
30.79540008354728,75.1917196787955,6.3769737249854,noise
